Id,MSZoning,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,KitchenQual,SalePrice
1232,RM,13027.0,NWAmes,5,1995,2010,Fa,PConc,1512.0,Ex,538,1,0,3,5,0,,429.41251057207074,93,23,TA,135279
1233,RM,,Gilbert,5,1924,1958,Gd,PConc,1581.0,Gd,1625,1,1,4,8,0,3.0,828.2193769386308,36,33,Fa,206643
1234,RL,8274.0,Crawfor,3,1932,1936,TA,CBlock,1255.0,TA,2212,2,0,3,5,1,,267.53057674826084,51,42,TA,214364
1235,RL,7806.0,NWAmes,7,1954,1962,Fa,CBlock,1196.0,Ex,847,1,0,2,4,2,2.0,419.9294556732723,6,35,TA,168474
1236,RL,2735.0,CollgCr,6,1957,1985,Gd,PConc,929.0,Ex,1522,2,0,3,6,0,3.0,741.6052874564788,132,56,TA,227205
1237,RL,10425.0,BrkSide,9,1906,1911,TA,CBlock,1117.0,Ex,1217,1,0,3,5,0,1.0,233.00609052453632,19,7,Ex,217065
1238,RL,,NAmes,6,1956,1980,Ex,PConc,749.0,TA,1708,1,0,4,7,0,3.0,605.856673692753,61,25,Gd,216169
1239,RL,13049.0,NAmes,10,1911,1941,TA,PConc,662.0,Ex,1431,3,0,2,6,0,3.0,622.6662488271613,154,13,Gd,232568
1240,RL,7387.0,BrkSide,5,1915,1936,TA,PConc,553.0,Gd,955,2,0,4,7,1,,0.0,35,98,Fa,139261
1241,RL,6244.0,Crawfor,9,1979,1980,Gd,CBlock,1123.0,TA,1107,2,1,3,7,2,1.0,248.2471073967161,35,17,Gd,229001
1242,FV,10064.0,Edwards,8,1942,1946,Ex,BrkTil,586.0,Fa,1167,2,0,3,6,0,0.0,0.0,6,96,TA,174770
1243,RL,12487.0,NAmes,8,1999,2010,Ex,CBlock,,Gd,2037,2,1,5,7,1,2.0,,24,43,Gd,263640
1244,FV,10464.0,Gilbert,8,1976,2000,TA,PConc,981.0,Ex,2017,3,0,3,5,1,2.0,476.4870182227429,95,38,TA,256332
1245,C,10867.0,Sawyer,8,1906,1913,TA,CBlock,1298.0,Ex,1375,2,1,4,7,0,2.0,544.8520983107286,7,20,Gd,209215
1246,RL,13425.0,OldTown,7,1999,1999,Gd,PConc,826.0,Ex,1991,2,1,3,7,1,2.0,521.4017658363233,124,17,TA,247228
1247,RL,7782.0,NoRidge,5,2010,2010,Ex,CBlock,,Gd,1430,2,0,3,7,1,3.0,840.1681926859712,55,22,Gd,204648
1248,RM,9340.0,NAmes,3,1950,1972,TA,CBlock,1281.0,Gd,1369,1,1,3,6,0,2.0,486.3012281168451,27,10,TA,165247
1249,RL,14903.0,OldTown,9,1972,2003,TA,BrkTil,678.0,TA,1522,2,0,3,5,0,0.0,0.0,39,70,TA,195325
1250,RL,9409.0,CollgCr,7,1931,1941,Gd,PConc,1336.0,Ex,1613,3,1,3,7,1,2.0,520.8847930219096,8,47,TA,210384
1251,RM,6197.0,NridgHt,8,1974,2010,Gd,CBlock,914.0,Gd,1277,2,0,3,6,0,2.0,470.6649545995166,12,48,Ex,214010
1252,RL,7991.0,BrkSide,7,1907,1930,TA,CBlock,850.0,TA,1508,2,0,2,6,0,2.0,505.5771085814222,16,17,Gd,191992
1253,RL,7185.0,Gilbert,4,1996,2006,TA,PConc,916.0,TA,1814,2,0,3,5,2,2.0,425.115442844611,24,2,TA,218621
1254,RL,11071.0,NWAmes,4,1986,2010,Fa,CBlock,998.0,Gd,1551,2,0,3,7,1,1.0,240.81444591256692,123,34,Gd,193048
1255,RL,7312.0,Somerst,7,1988,2010,TA,BrkTil,875.0,Gd,1517,3,0,4,7,1,,788.6976807203946,22,14,Gd,230327
1256,RL,10813.0,Edwards,6,1971,1986,TA,BrkTil,748.0,Gd,1697,1,1,3,7,0,,1073.4003409718307,37,61,TA,226798
1257,RL,7791.0,NAmes,5,1944,1978,TA,CBlock,774.0,Ex,1766,1,0,3,7,2,2.0,475.39026663012817,8,45,Gd,202930
1258,RL,3629.0,BrkSide,7,1985,2004,Fa,PConc,1041.0,Ex,1474,2,0,2,4,1,2.0,664.0334256513581,66,4,Gd,205040
1259,RL,10919.0,NoRidge,3,1958,1960,Gd,BrkTil,951.0,Ex,1310,2,0,4,6,1,2.0,489.66753541068266,41,27,TA,173837
1260,RM,10445.0,NridgHt,7,1903,1903,Gd,CBlock,1158.0,Ex,1575,1,0,3,5,0,2.0,399.29635747141083,28,35,Gd,215265
1261,RL,11553.0,BrkSide,5,2003,2003,Gd,PConc,1015.0,Gd,862,1,0,4,6,0,,572.7960315205098,147,25,Gd,156976
1262,RL,7981.0,Sawyer,8,1966,1982,TA,PConc,1023.0,Gd,1415,2,1,4,7,1,3.0,804.6414573464709,110,21,TA,224092
1263,RL,7661.0,Edwards,6,1928,1929,TA,PConc,1177.0,Gd,511,3,0,3,7,1,2.0,513.901329257315,53,7,Gd,158499
1264,RL,11204.0,NAmes,6,2004,2010,Gd,PConc,1425.0,Ex,829,2,0,3,7,1,2.0,472.1047465344933,127,8,TA,208597
1265,RL,14557.0,NoRidge,2,1928,1947,TA,CBlock,1437.0,Ex,769,2,0,5,9,0,2.0,523.6007909615865,41,43,Gd,145917
1266,RL,10033.0,NoRidge,4,1997,2002,Gd,PConc,1402.0,Ex,1918,1,0,2,6,2,3.0,895.7114621397868,87,0,TA,241867
1267,RL,11273.0,Somerst,6,1997,2004,Ex,PConc,1261.0,Ex,1505,2,1,3,6,2,3.0,768.1469643606132,26,45,Gd,245115
1268,RL,9035.0,SawyerW,6,1927,1955,Gd,PConc,1625.0,Fa,995,1,0,5,7,1,0.0,0.0,4,22,Gd,157080
1269,RL,5369.0,Somerst,7,1976,2008,TA,CBlock,1131.0,Ex,1696,1,0,3,7,0,2.0,300.0,257,82,Gd,217091
1270,RM,12902.0,CollgCr,6,1978,1980,TA,PConc,1097.0,Ex,1895,3,0,4,8,1,2.0,523.0735736383032,9,177,Ex,247406
1271,RM,12725.0,NridgHt,7,1986,2010,TA,PConc,1673.0,Ex,1703,3,0,4,6,1,2.0,440.8451875243935,14,32,TA,246387
1272,RL,12132.0,SawyerW,9,1943,1947,TA,PConc,182.0,Gd,1424,1,0,3,5,1,2.0,,8,15,Gd,205497
1273,RL,9454.0,NWAmes,8,1989,2010,TA,CBlock,935.0,Gd,1592,1,0,3,7,1,3.0,677.183013928794,20,19,TA,231751
1274,FV,11791.0,NoRidge,3,1903,1914,TA,PConc,1375.0,Ex,1860,2,1,3,5,0,2.0,447.1454609482041,17,6,TA,193495
1275,RH,12681.0,NridgHt,7,1989,2008,Ex,CBlock,1294.0,TA,1312,2,0,2,6,1,4.0,908.167104005648,45,3,TA,236411
1276,RL,14860.0,Sawyer,4,2003,2010,Ex,PConc,1769.0,TA,1511,1,0,4,8,0,2.0,459.50747840500605,282,25,Gd,212116
1277,RL,12965.0,SawyerW,5,1908,1916,Gd,PConc,1032.0,Ex,1397,2,0,4,8,2,3.0,819.8612389634552,2,49,Gd,199620
1278,RM,10191.0,OldTown,10,1904,1942,TA,PConc,870.0,Ex,854,1,0,3,7,0,3.0,801.6279413822925,75,9,TA,171889
1279,RL,6075.0,SawyerW,5,1955,1958,Gd,PConc,900.0,Ex,1866,2,0,3,7,0,2.0,427.5206706313296,6,16,TA,208780
1280,RL,10466.0,CollgCr,7,1995,2010,Gd,PConc,1095.0,Ex,2322,2,1,2,6,1,2.0,435.6959164179795,1,24,TA,277360
1281,RL,10769.0,Edwards,7,1983,2010,TA,PConc,1486.0,TA,1150,2,1,4,6,0,1.0,261.37365713408116,50,71,Gd,196869
1282,RL,12127.0,Crawfor,8,1949,1975,Gd,PConc,1490.0,Ex,1885,2,0,3,6,1,3.0,844.7252128891969,103,4,TA,267841
1283,RL,14061.0,NWAmes,7,1974,1986,TA,CBlock,983.0,Ex,1163,3,0,4,7,0,2.0,562.2284815948475,9,8,TA,196990
1284,FV,9714.0,NWAmes,1,1914,1926,TA,PConc,1075.0,Ex,1553,3,0,3,7,1,2.0,439.8254695531861,20,75,Gd,165864
1285,RL,16302.0,OldTown,6,1931,1952,Gd,BrkTil,816.0,Ex,2103,1,0,4,6,1,2.0,559.3586859140134,9,1,TA,216618
1286,RL,4722.0,Crawfor,7,1927,1954,Ex,CBlock,847.0,TA,1291,1,1,3,7,0,2.0,393.423821940869,118,32,Gd,194948
1287,RL,11258.0,Mitchel,4,1921,1942,Gd,CBlock,1313.0,Ex,1494,2,1,3,5,2,2.0,487.82693497939766,15,30,Ex,206763
1288,RL,7604.0,NAmes,6,2004,2010,Ex,PConc,1480.0,Ex,779,1,1,3,7,0,0.0,0.0,29,14,TA,170461
1289,RL,4278.0,NAmes,3,1916,1923,TA,CBlock,790.0,Gd,1234,2,0,4,8,0,2.0,375.2716992175009,112,18,Gd,150708
1290,RL,9394.0,Edwards,4,1958,1965,TA,PConc,1072.0,Ex,737,2,0,3,6,0,2.0,625.5714154451277,40,57,TA,146226
1291,FV,5628.0,Edwards,6,1989,2010,Gd,PConc,927.0,Ex,1671,2,1,3,5,1,3.0,869.4025664678954,135,5,Gd,221194
1292,RL,9515.0,BrkSide,5,2007,2010,Gd,PConc,1259.0,Ex,1832,2,1,2,4,0,,808.230357512453,130,7,Gd,249579
1293,RL,10104.0,Crawfor,7,1970,1992,TA,BrkTil,883.0,Ex,1411,2,1,3,6,0,2.0,442.0983075461047,30,21,TA,194613
1294,RL,13355.0,Timber,7,2005,2010,Gd,PConc,422.0,Ex,1614,3,0,3,6,2,3.0,743.8706737880581,43,15,Fa,243873
1295,RL,5477.0,SawyerW,8,1956,1983,Gd,BrkTil,1301.0,Ex,1369,1,0,3,6,0,2.0,547.4252101857813,13,25,Gd,221836
1296,RL,12725.0,NridgHt,5,1925,1933,TA,PConc,908.0,Ex,1796,2,0,3,6,0,,432.64030598001114,233,76,Gd,190376
1297,RL,10294.0,Somerst,5,1924,1943,TA,BrkTil,940.0,Gd,1551,1,0,3,5,0,,489.171546125719,16,74,TA,185494
1298,RL,13086.0,NridgHt,4,1909,1927,TA,BrkTil,1130.0,Ex,705,1,0,2,4,0,2.0,554.6230309886589,76,7,Gd,138488
1299,RL,8704.0,SawyerW,7,1944,1982,TA,BrkTil,1105.0,Fa,1875,2,1,4,7,0,2.0,410.32429989361697,18,10,Gd,241315
1300,RL,6003.0,Gilbert,8,1982,1993,Ex,CBlock,1136.0,Ex,1344,1,0,3,7,0,0.0,0.0,18,5,Ex,205782
1301,RL,6347.0,Gilbert,3,1910,1924,TA,BrkTil,511.0,Gd,991,1,0,3,7,0,2.0,,5,78,Ex,131586
1302,RL,6124.0,SawyerW,9,1976,2006,Gd,Slab,1166.0,TA,1324,1,1,2,6,0,3.0,665.0537919979213,41,15,Gd,237517
1303,FV,11433.0,NoRidge,3,1952,1965,TA,PConc,427.0,Ex,739,2,0,3,7,0,2.0,469.7244436594343,14,17,Gd,132677
1304,RL,14430.0,SawyerW,7,1971,1981,TA,PConc,1230.0,Gd,1000,2,1,3,5,1,2.0,530.8133367631267,8,48,Gd,199033
1305,RL,8305.0,NWAmes,8,2003,2010,Gd,CBlock,1335.0,TA,1557,1,0,4,6,1,3.0,686.9289807744417,12,21,TA,241840
1306,RL,11887.0,Timber,9,1967,1993,Gd,PConc,589.0,Ex,1590,2,0,4,6,0,3.0,761.2993552196235,14,3,Gd,247773
1307,RL,5429.0,NridgHt,8,2010,2010,Gd,CBlock,1098.0,Fa,1622,1,1,3,7,2,2.0,458.76631173150605,35,17,TA,249958
1308,RM,,Sawyer,8,1994,2010,Gd,PConc,1317.0,Ex,1501,2,1,3,6,1,2.0,468.16299367309085,24,29,TA,236210
1309,RL,,CollgCr,6,1927,1960,Gd,CBlock,865.0,Ex,1222,2,0,3,7,2,2.0,575.039690467169,3,38,Ex,187495
1310,RL,5655.0,Sawyer,8,1974,1992,TA,PConc,1202.0,TA,1478,2,1,5,7,0,2.0,430.9863093054657,38,31,Fa,211186
1311,RL,9388.0,NWAmes,4,2006,2010,Fa,PConc,164.0,Ex,1325,3,0,5,9,1,1.0,272.7746192184155,77,3,Gd,179387
1312,RL,12147.0,Edwards,9,1964,2001,Gd,PConc,1329.0,Gd,849,3,0,3,6,0,2.0,499.9361668715011,42,10,Gd,214696
1313,RM,2000.0,Timber,7,1948,1975,Gd,CBlock,1008.0,TA,1191,1,0,3,6,1,3.0,698.2001679982809,183,39,Gd,208339
1314,RL,14006.0,Somerst,8,1946,1946,Gd,PConc,922.0,TA,1855,2,0,4,8,0,2.0,426.9486300553929,5,63,TA,232490
1315,RL,11061.0,Somerst,6,1951,1985,Gd,CBlock,1295.0,Ex,2135,1,1,3,5,0,4.0,862.451643148109,86,1,TA,237393
1316,RM,,CollgCr,7,2001,2010,Gd,CBlock,,Fa,1760,3,1,3,5,0,3.0,683.5219477717848,35,1,Gd,226888
1317,FV,8761.0,Somerst,7,1987,1994,TA,CBlock,1145.0,Ex,2117,1,1,5,7,1,3.0,736.4951033500972,36,30,Gd,249510
1318,RL,4831.0,NWAmes,8,1953,1959,Ex,PConc,1482.0,Ex,1534,2,1,3,7,1,2.0,536.2105781693841,36,23,TA,241580
1319,RL,11602.0,Edwards,4,1959,1969,Fa,PConc,534.0,Gd,2196,1,0,3,5,0,3.0,722.9784666069875,19,5,Gd,220362
1320,RL,9752.0,SawyerW,3,1956,1994,TA,CBlock,1199.0,Gd,2321,1,1,4,8,0,0.0,0.0,19,23,Gd,201363
1321,RL,10096.0,OldTown,5,1946,1949,TA,PConc,960.0,Ex,806,2,1,3,5,2,2.0,494.9605866006617,49,110,TA,159330
1322,RL,13262.0,NoRidge,5,1930,1954,Gd,CBlock,763.0,Gd,1588,3,1,3,6,1,,528.6066614863237,2,29,TA,209973
1323,RM,12286.0,Gilbert,9,2004,2010,TA,Slab,421.0,Ex,1534,2,1,3,6,1,2.0,538.6881691517906,44,17,Gd,231853
1324,RL,15763.0,Sawyer,5,1945,1970,TA,PConc,1183.0,Gd,1330,2,1,3,5,1,3.0,625.1731071985337,64,52,Gd,194598
1325,RL,10461.0,Mitchel,10,1925,1962,Gd,CBlock,1262.0,TA,1696,2,0,2,6,0,3.0,724.613276123102,22,7,TA,254145
1326,RL,7926.0,Mitchel,6,1904,1915,Gd,Slab,1402.0,Ex,1516,1,1,3,5,0,0.0,0.0,12,16,Gd,196360
1327,RL,9434.0,SawyerW,5,1983,2010,TA,BrkTil,1352.0,Ex,1205,1,1,3,7,0,2.0,421.0328027768027,12,22,TA,184272
1328,FV,11246.0,NridgHt,8,1951,1974,Gd,BrkTil,768.0,Gd,1489,1,1,5,8,0,2.0,504.4587734269375,4,21,Fa,203090
1329,RL,13047.0,NridgHt,7,2004,2010,TA,CBlock,1387.0,Ex,1981,2,0,3,7,1,2.0,489.74935977219315,4,76,TA,263207
1330,RL,5598.0,Mitchel,7,1974,1986,Gd,PConc,1418.0,TA,1573,1,0,4,6,0,3.0,698.9991969057049,9,10,Ex,243172
1331,RL,10025.0,Somerst,7,1953,1977,Gd,BrkTil,922.0,Ex,1750,1,1,3,6,0,2.0,595.4469590626015,0,1,Gd,210391
1332,RL,14828.0,BrkSide,8,1932,1935,Gd,BrkTil,1008.0,Ex,1389,1,0,4,8,0,3.0,753.3152227981087,15,74,Gd,221257
1333,RL,,NridgHt,5,1949,1959,Gd,CBlock,719.0,Ex,1680,1,1,3,7,0,1.0,295.3343521583294,18,7,TA,192659
1334,RL,12793.0,NWAmes,10,1937,1968,TA,PConc,1444.0,Ex,1016,3,0,3,6,1,2.0,500.3376323146646,267,14,Fa,208335
1335,RL,11479.0,Timber,10,1926,1932,Gd,PConc,546.0,Gd,1300,1,0,3,5,0,2.0,527.6153533590639,239,22,Gd,196275
1336,RL,,CollgCr,7,1997,2007,TA,PConc,1160.0,Ex,1458,2,0,3,6,0,2.0,465.3667094643812,10,111,TA,205143
1337,RM,7570.0,SawyerW,5,1914,1941,TA,PConc,820.0,TA,989,2,0,3,5,1,2.0,466.0343794821348,11,22,TA,154117
1338,RL,7583.0,BrkSide,7,1995,2010,Gd,CBlock,667.0,Gd,1167,2,0,3,5,0,3.0,786.8412777223975,33,17,Gd,214554
1339,RL,10060.0,Timber,4,1960,1982,TA,CBlock,437.0,Ex,1625,1,0,4,8,0,3.0,788.4927711870232,8,26,Gd,180367
1340,RL,5403.0,OldTown,3,1920,1947,TA,CBlock,935.0,Gd,1551,2,0,4,6,1,2.0,535.8792239955112,35,106,Ex,184388
1341,RM,9190.0,NAmes,5,1945,1970,TA,PConc,620.0,Gd,1822,1,0,5,7,0,2.0,522.6006972172745,25,51,Gd,170955
1342,RM,10758.0,Edwards,6,1968,1992,TA,CBlock,1016.0,TA,1259,2,0,3,6,1,1.0,209.90737218987746,19,5,TA,184328
1343,RL,15353.0,CollgCr,9,1905,1933,TA,PConc,1530.0,Gd,1523,1,0,5,8,1,2.0,451.617879397255,86,48,TA,218809
1344,RL,11208.0,NridgHt,8,1937,1955,Ex,PConc,1059.0,Ex,1231,2,0,4,6,0,2.0,550.9965731689217,88,55,Gd,228086
1345,RL,11875.0,Timber,8,1961,1993,TA,CBlock,1599.0,Gd,1782,2,1,3,7,0,1.0,191.2460390378999,220,35,Gd,230703
1346,RL,13493.0,Mitchel,6,1985,2010,Gd,PConc,705.0,Ex,1976,2,0,3,6,2,3.0,776.3346517355043,12,32,Gd,251306
1347,RM,7106.0,Timber,6,1961,1974,TA,PConc,615.0,Ex,1693,2,0,3,7,0,2.0,493.2871940558491,109,17,TA,190834
1348,RM,9504.0,NAmes,6,1981,1994,Gd,PConc,691.0,TA,1924,2,1,1,4,2,3.0,826.4623680725124,38,30,TA,233912
1349,RH,17276.0,Sawyer,10,1977,2010,TA,CBlock,980.0,Ex,1512,2,0,2,5,0,2.0,524.9972711642453,44,40,TA,221010
1350,RL,9762.0,SawyerW,3,1973,2002,TA,CBlock,1816.0,Gd,1822,1,1,1,3,1,3.0,690.2417748262385,113,3,TA,238618
1351,RL,13349.0,NridgHt,9,1945,1972,TA,PConc,501.0,Ex,1530,2,1,3,6,1,2.0,457.4389977019002,142,8,Gd,218178
1352,RL,12891.0,NWAmes,7,1912,1928,TA,PConc,1185.0,Ex,1090,2,0,3,6,1,2.0,468.63299162018484,64,6,TA,182310
1353,RL,5565.0,Crawfor,6,1994,1996,TA,CBlock,790.0,Ex,1598,2,0,3,7,0,4.0,1069.6075656844753,21,55,Fa,218727
1354,RL,10931.0,NridgHt,8,1993,2008,TA,BrkTil,932.0,Gd,1101,1,0,4,7,0,2.0,361.8671792266853,33,34,Gd,187714
1355,RM,10440.0,SawyerW,7,1902,1931,Gd,CBlock,622.0,Ex,2435,2,0,4,7,0,0.0,0.0,47,17,TA,239539
1356,RL,10989.0,Gilbert,9,1993,2010,TA,CBlock,1263.0,Ex,1366,1,0,5,9,2,2.0,447.01792476635796,88,52,Gd,241522
1357,RL,7737.0,Somerst,9,1905,1919,TA,CBlock,986.0,TA,1758,1,0,3,5,0,3.0,767.1751768026531,53,37,TA,234632
1358,RL,6649.0,NoRidge,6,1992,2010,TA,CBlock,1326.0,Ex,1495,1,1,3,5,2,3.0,781.0048007853031,22,73,TA,216032
1359,RL,8571.0,Sawyer,5,1907,1944,TA,BrkTil,1052.0,Ex,1006,1,0,3,6,0,2.0,400.2604050242788,27,2,TA,158277
1360,RL,9706.0,Sawyer,7,1943,1980,Gd,CBlock,420.0,TA,740,2,0,3,6,0,2.0,486.3880143799621,2,21,TA,163098
1361,RL,13554.0,SawyerW,9,2008,2010,Gd,BrkTil,1328.0,TA,1799,2,1,3,7,0,4.0,1018.6684428160296,129,36,Gd,279397
1362,RL,15451.0,NWAmes,5,2006,2010,TA,PConc,396.0,Ex,2119,1,0,3,5,1,1.0,252.63850285825444,4,6,TA,221873
1363,RL,14189.0,Crawfor,7,2007,2010,TA,BrkTil,439.0,TA,1206,3,0,5,7,1,2.0,492.6679428130421,43,11,Ex,210660
1364,FV,12580.0,NridgHt,7,1932,1953,TA,CBlock,724.0,Ex,837,3,0,1,3,0,2.0,426.7467488111593,102,16,TA,152245
1365,RM,6986.0,NAmes,8,1980,1996,TA,BrkTil,728.0,Ex,1369,3,0,2,6,2,2.0,435.8823181612075,27,47,Gd,219867
1366,RL,8773.0,NWAmes,5,1974,1991,TA,PConc,1418.0,TA,1125,2,1,2,6,0,,417.317160634769,80,20,TA,179011
1367,RL,10629.0,OldTown,8,1976,1985,TA,CBlock,948.0,TA,1239,2,0,3,7,1,1.0,266.6213671251926,81,20,Gd,203760
1368,RL,8102.0,NWAmes,9,1949,1958,TA,CBlock,1374.0,Ex,1744,1,0,3,6,1,2.0,493.0657494916039,3,16,Ex,257502
1369,RH,,Gilbert,5,1910,1916,Gd,PConc,829.0,Ex,1479,2,0,3,5,0,2.0,496.89480564243723,26,7,Gd,171225
1370,RL,12161.0,NoRidge,5,1994,2010,TA,CBlock,1095.0,Ex,1168,2,0,2,5,0,1.0,198.83519668465317,58,76,Fa,170592
1371,RL,,Crawfor,10,1927,1953,TA,CBlock,1142.0,Ex,1735,2,0,3,6,0,2.0,497.9838321643277,27,11,Gd,239319
1372,RM,13075.0,Mitchel,5,2007,2010,TA,PConc,1208.0,Gd,1766,3,1,2,6,0,3.0,807.0273364784414,39,25,Gd,231036
1373,RL,7286.0,OldTown,8,1969,1969,Gd,PConc,860.0,Gd,1365,2,1,3,5,2,2.0,389.48962552554326,45,4,Gd,216062
1374,FV,,NWAmes,7,1940,1973,Ex,CBlock,886.0,Ex,1555,2,0,2,5,2,2.0,467.8756244753018,8,17,Gd,227758
1375,RL,7913.0,NoRidge,5,1915,1918,TA,CBlock,910.0,Gd,1708,1,0,4,6,1,3.0,608.6685781609675,26,70,Ex,213486
1376,RL,7177.0,Gilbert,9,1967,1983,Gd,PConc,504.0,TA,1670,1,1,3,6,1,2.0,474.7830755162068,1,161,TA,231813
1377,RL,11596.0,Gilbert,6,1998,2001,Gd,PConc,974.0,Ex,1516,2,0,3,7,0,2.0,445.9404861457446,8,13,Gd,216766
1378,FV,13647.0,Gilbert,7,1947,1972,Gd,PConc,884.0,Gd,2073,2,0,3,6,0,2.0,522.8545300184962,35,5,TA,243465
1379,RM,11464.0,CollgCr,6,1955,1958,TA,PConc,1174.0,TA,1733,2,0,3,7,1,3.0,765.2315607083754,42,11,Gd,246106
1380,RL,10062.0,BrkSide,7,1963,1963,TA,PConc,1027.0,Ex,1319,2,0,2,4,1,3.0,866.2353965070639,7,11,Gd,215772
1381,RL,10930.0,Edwards,5,1958,1964,TA,CBlock,1400.0,TA,1322,3,0,3,6,1,3.0,745.1329935629556,70,31,TA,212624
1382,RL,10409.0,SawyerW,6,1989,2010,Gd,CBlock,1021.0,Gd,1276,2,1,3,6,1,3.0,780.4639021893845,23,20,Ex,226015
1383,RH,6622.0,Sawyer,10,1961,1969,TA,CBlock,831.0,Ex,1752,2,1,3,7,0,2.0,466.53755110109137,126,43,Gd,261122
1384,RL,6272.0,Crawfor,5,1975,2009,TA,PConc,1017.0,Ex,1250,1,0,3,7,0,0.0,0.0,24,36,Gd,172008
1385,RM,9763.0,CollgCr,7,1910,1917,Gd,CBlock,1217.0,Gd,1330,2,0,4,6,1,2.0,550.0857460814052,8,8,Gd,195464
1386,RL,10239.0,Mitchel,6,2000,2010,Gd,PConc,468.0,Gd,1923,2,1,4,8,0,1.0,287.2976516064124,70,46,TA,223216
1387,RL,10033.0,Edwards,8,1988,2006,TA,CBlock,785.0,Gd,1576,1,0,2,4,1,2.0,542.3393419542952,41,56,TA,220949
1388,RL,12028.0,SawyerW,5,1917,1952,TA,CBlock,791.0,Ex,1979,1,1,3,6,0,2.0,507.87368738777195,24,27,TA,207073
1389,RL,9353.0,Sawyer,10,1918,1944,TA,BrkTil,1123.0,Gd,1819,3,0,2,4,0,0.0,0.0,21,78,Gd,231212
1390,RM,11688.0,Timber,6,1986,2010,Ex,PConc,1158.0,Ex,1029,1,0,3,5,0,3.0,852.7465356084252,8,45,Gd,210255
1391,RL,9566.0,Crawfor,5,1954,1967,TA,CBlock,1030.0,Ex,1459,2,0,3,5,1,2.0,534.7705589382207,20,27,Gd,198471
1392,RL,15470.0,OldTown,4,2001,2010,TA,CBlock,,Ex,1895,2,1,2,5,1,,621.4927165597668,1,70,TA,202212
1393,RL,10242.0,Crawfor,5,1981,2008,TA,CBlock,504.0,Gd,1011,2,0,4,7,0,2.0,430.73456298560563,34,27,TA,162856
1394,RL,17022.0,NridgHt,7,1925,1953,Fa,CBlock,928.0,Ex,1667,2,0,3,7,0,2.0,551.7539900748428,113,22,Gd,208283
1395,FV,11056.0,Crawfor,6,1905,1920,Fa,CBlock,849.0,Ex,1484,2,0,3,5,1,2.0,532.9463902924879,79,13,TA,188250
1396,RL,,CollgCr,8,1903,1937,TA,PConc,1001.0,Ex,798,2,1,2,5,0,1.0,239.7391839925583,1,64,Gd,164969
1397,RM,7301.0,Sawyer,6,2007,2010,Ex,CBlock,859.0,Ex,1547,3,1,3,5,0,2.0,581.8300928121862,106,3,Fa,235554
1398,RL,5671.0,Sawyer,5,1928,1931,TA,PConc,1459.0,Ex,1165,2,1,4,6,0,3.0,786.2110633582095,30,19,Gd,170355
1399,RM,7025.0,Crawfor,7,1958,1994,Ex,PConc,311.0,Gd,1032,2,1,3,5,0,3.0,665.6796274384511,10,23,TA,189594
1400,FV,7361.0,Mitchel,8,1997,2010,TA,PConc,1090.0,Gd,1503,2,0,5,8,1,,492.89965902353543,69,24,Gd,236384
1401,RL,11184.0,NAmes,5,1916,1954,Gd,Slab,1248.0,Gd,727,1,0,2,4,0,,443.0684715738132,19,31,TA,140323
1402,FV,8421.0,OldTown,5,2006,2010,TA,PConc,1210.0,Ex,1230,2,0,3,5,0,2.0,471.88905707686916,14,21,Gd,172670
1403,RL,10560.0,NoRidge,3,1942,1980,Ex,BrkTil,1236.0,Ex,2520,2,0,4,8,0,3.0,813.3443538185759,8,8,Gd,260133
1404,RL,13845.0,Timber,8,1979,1982,TA,Slab,1279.0,TA,1760,1,1,3,5,0,2.0,559.356442714053,33,58,Gd,240255
1405,RM,9736.0,CollgCr,7,1965,1994,Gd,BrkTil,818.0,Ex,1147,1,1,2,6,2,2.0,513.2727400273619,4,32,Fa,180178
1406,RL,16237.0,Gilbert,6,1933,1962,TA,BrkTil,669.0,Gd,2061,1,0,3,5,0,3.0,682.4932611069421,76,58,Fa,216966
1407,RL,6472.0,Gilbert,8,1907,1928,TA,BrkTil,389.0,TA,1103,2,1,3,7,1,2.0,522.8965052237214,31,9,Gd,176129
1408,RM,9548.0,Edwards,8,1912,1922,TA,PConc,891.0,Gd,1278,2,1,3,6,0,1.0,271.7019891387291,29,30,TA,168191
1409,RM,8382.0,Crawfor,7,2005,2006,Ex,PConc,766.0,Ex,1040,1,0,4,7,1,2.0,381.673295285617,0,37,TA,197409
1410,RL,12809.0,Crawfor,9,1907,1918,Gd,CBlock,1348.0,Ex,1602,2,0,4,6,2,1.0,253.4943632509275,85,14,Gd,243239
1411,RL,3280.0,Sawyer,5,1993,2010,Ex,CBlock,913.0,Ex,2047,3,0,3,7,0,2.0,488.58861209604015,33,50,Gd,241046
1412,RL,5670.0,OldTown,4,1995,2010,TA,PConc,690.0,Gd,1100,1,0,3,6,1,2.0,557.2226753245743,28,0,Fa,157170
1413,RL,9677.0,NoRidge,5,1999,2010,Fa,CBlock,643.0,Gd,675,2,0,3,5,0,3.0,784.712024837535,71,27,TA,152556
